Id	GroupId	Order	Name	Bg	LockBg	BgWidth	BgHigh	BgOffSetX	BgOffSetY
1000	1	1	Prologue	Assets/Product/Texture/Image/BgCg/Cg001_1.jpg	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1001	1	2	01 Graffiti Art	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1002	1	3	02 Journey of Torture	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1003	1	4	03 Final Exhibition	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1004	1	5	04 Forgotten Sand	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1005	1	6	05 Shattered Illusion	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1006	1	7	06 Alloy Contamination	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1007	1	8	07 Inver-Collapse	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1008	1	9	08 Consumed by Darkness	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1009	1	10	09 Fallen Star	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1010	1	11	10 Eternal Engine	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic10.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1011	1	12	11 Nona Ouroboros	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
1012	1	13	12 Kowloong Metropolis	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
2001	2	1	01 Graffiti Art	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
2002	2	2	02 Journey of Torture	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
2003	2	3	03 Final Exhibition	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	944	453	0	0
