Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
750501			0	-1			1	0	7505010			750501000					
750502			0	-1			1	0	7505020			750502000					
750503			0	-1			1	0	7505030			750503000					
750504			0	-1			1	0	7505040			750504000					
750505			0	-1			1	0	7505050			750505000					
750506			0	-1			1	0	7505060								
750507			0	-1			1	0	7505070								
750508			0	-1			1	0	7505080			750508000					
750509			0	5			1	0	7505090			750509000					
750510			0	5			1	0	7505100			750510000					
750511			0	-1			1	0	7505110			750511000					
750512			0	-1			1	0	7505120			750512000					
750513			0	5			1	0	7505130			750513000					
750515			0	-1			1	0	7505150			750515000					
750516			0	-1			1	0	7505160			750516000					
750517			0	-1			1	0	7505170			750517000					
750518			0	1			1	0	7505180								
750519			0	1			1	0	7505190								
750520			0	1			1	0	7505200								
750521			0	-1			1	0	7505210				FxLianjiHuifu	RootCase			
750522			0	-1			1	0	7505220				FxLianjiXueruo	RootCase			
750523			0	-1			1	0	7505230				FxLianjiJiaCheng	RootCase			
750524			0	3			1	0	7505240			750524000					
750525			0	-1			1	0	7505250			750525000					
750526			0	-1			1	0	7505260			750526000					
750527			0	-1			1	0	7505270			750527000					
750528			0	7			1	0	7505280			750528000					
750529			0	5			1	0	7505290				FxScene01201Fire01yujing01	RootCase			
750532			0	7			1	0	7505320			750532000					
750533			0	-1			1	0	7505330			750533000					
750534			0	-1			1	0	7505340			750534000					
750535			0	-1			1	0	7505350			750535000					
750536			0	-1			1	0	7505360				FxLianjiAirRing	RootCase			
750537			0	-1			1	0	7505370			750537000	FxLianjiAirRingOpen	RootCase			
750538			0	11			1	0	7505380			750538000					
750539			0	8			1	0	7505390			750539000					
750541			0	-1			1	0	7505410			750541000					
750542			0	-1			1	0	7505420			750542000					
750543			0	2			1	0	7505430			750543000					
750544			0	-1			-1	0	7505440			750544000					
750546			0	1.5			1	0	7505460			750546000					
750547			0	-1			1	0	7505470			750547000					
750548			0	-1			1	0	7505480			750548000					
750549			0	10.5			1	0	7505490			750549000					
750550			0	2			1	0	7505500			750550000					
750551			0	-1			-1	0	7505510			750551000					
750552			0	1			1	0	7505520			750552000					
750553			0	-1			-1	0	7505530			750553000					
750554			0	-1			-1	0	7505540			750554000					
750555			0	-1			1	0	7505550			750555000					
750556			0	-1			1	0	7505560			750556000					
750557			0	-1			1	0	7505570			750557000					
750558			0	-1			1	0	7505580			750558000					
750559			0	-1			1	0	7505590			750559000					
750560			0	-1			1	0	7505600			750560000					
750561			0	-1			1	0	7505610			750561000					
750562			0	-1			1	0	7505620			750562000					
750563			0	-1			1	0	7505630			750563000					
750564			0	-1			1	0	7505640			750564000					
750565			0	-1			1	0	7505650			750565000					
750566			0	-1			1	0	7505660			750566000					
750569			0	-1			1	0	7505690	8360400	8360400						1
