Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30090421	30090421	噩梦斗兽场			0.15		15	11	9	300904210			0|0|0			0|0|0		
30090422	30090422	重度疫区			0.15		15	11	9	300904220			0|0|0			0|0|0		
30090423	30090423	重甲机兵			0.15		15	11	9	300904230			0|0|0			0|0|0		
30090424	30090424	刀光剑影			0.15		15	11	9	300904240			0|0|0			0|0|0		
30090425	30090425	隐秘刺杀			0.15		15	11	9	300904250			0|0|0			0|0|0		
30150221	30150221	卡穆			0.15		15	11	9	301502210			0|0|0			0|0|0		
30150222	30150222	双蜘蛛			0.15		15	11	9	301502220			0|0|0			0|0|0		
30150223	30150223	决战九龙船			0.15		15	11	9	301502230			0|0|0			0|0|0		
30150224	30150224	三角队伍			0.15		15	11	9	301502240			0|0|0			0|0|0		
30150225	30150225	整体队伍			0.15		15	11	9	301502250			0|0|0			0|0|0		
